,baron-human,segerstolpe,muraro,xin,pollen,li
human3_lib3.final_cell_0632,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0633,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0634,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0635,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0636,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0637,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0638,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0639,unassigned,PSC,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0640,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0641,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0642,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0643,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0644,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0645,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0646,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0647,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0648,unassigned,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0649,activated_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0650,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0651,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0652,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0653,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0654,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0655,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0656,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0657,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib3.final_cell_0658,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0659,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0660,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0661,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0662,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0663,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0664,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0665,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0666,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0667,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0668,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0669,activated_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0670,unassigned,co-expression,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0671,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0672,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0673,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0674,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0675,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0676,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0677,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0678,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0679,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0680,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0681,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0682,activated_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0683,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0684,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0685,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0686,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0687,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0688,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0689,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0690,unassigned,beta,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0691,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0692,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0693,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib3.final_cell_0694,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0695,activated_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0696,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0697,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0698,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0699,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0700,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0701,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0702,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human3_lib3.final_cell_0703,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0704,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0705,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib3.final_cell_0706,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0707,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0708,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0709,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0710,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0711,alpha,gamma,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0712,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0713,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0714,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0715,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0716,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0717,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0718,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0719,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0720,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0721,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0722,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0723,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0724,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0725,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0726,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0727,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0728,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0729,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0730,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0731,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0732,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0733,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0734,activated_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0735,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0736,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0737,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0738,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0739,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0740,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0741,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0742,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0743,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0744,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human3_lib3.final_cell_0745,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0746,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0747,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0748,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0749,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0750,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0751,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0752,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0753,macrophage,MHC class II,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0754,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib3.final_cell_0755,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0756,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0757,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0758,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0759,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0760,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0761,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0762,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0763,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0764,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0765,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0766,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0767,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0768,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0769,alpha,alpha,alpha,unassigned,unassigned,unassigned
human3_lib3.final_cell_0770,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0771,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0772,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0773,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0774,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0775,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0776,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0777,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib3.final_cell_0778,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0779,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0780,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0781,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0782,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0783,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0784,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0785,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib3.final_cell_0786,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0787,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0788,gamma,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0789,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib3.final_cell_0790,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0791,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0792,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0793,beta,beta,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0794,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0795,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0796,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0797,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0798,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0799,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0800,delta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0801,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0802,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0803,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0804,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0805,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0806,activated_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0807,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0808,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0809,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0810,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0811,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0812,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0813,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0814,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0815,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0816,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0817,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0818,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0819,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0820,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0821,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0822,activated_stellate,endothelial,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0823,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0824,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0825,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0826,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0827,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0828,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0829,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0830,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0831,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0832,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0833,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0834,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0835,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0836,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0837,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0838,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0839,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0840,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0841,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0842,ductal,ductal,ductal,unassigned,unassigned,unassigned
human3_lib3.final_cell_0843,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0844,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0845,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0846,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0847,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0848,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0849,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0850,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0851,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0852,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0853,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0854,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0855,macrophage,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0856,quiescent_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0857,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0858,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0859,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0860,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0861,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0862,quiescent_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0863,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0864,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0865,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0866,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0867,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0868,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0869,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0870,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0871,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0872,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0873,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0874,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0875,alpha,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0876,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0877,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0878,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0879,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0880,quiescent_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0881,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0882,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0883,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0884,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0885,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0886,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0887,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0888,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0889,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0890,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0891,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0892,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0893,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0894,quiescent_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0895,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0896,t_cell,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0897,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0898,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0899,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0900,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0901,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0902,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0903,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0904,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0905,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0906,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0907,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0908,macrophage,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0909,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0910,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0911,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0912,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0913,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0914,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0915,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0916,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0917,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0918,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0919,endothelial,endothelial,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0920,quiescent_stellate,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0921,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0922,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0923,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0924,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0925,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0926,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0927,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0928,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0929,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0930,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0931,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0932,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0933,endothelial,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib3.final_cell_0934,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0001,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0002,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0003,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0004,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0005,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0006,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0007,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0008,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0009,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0010,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0011,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0012,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0013,acinar,acinar,unassigned,unassigned,unassigned,unassigned
human3_lib4.final_cell_0014,acinar,acinar,acinar,unassigned,unassigned,unassigned
human3_lib4.final_cell_0015,acinar,unassigned,unassigned,unassigned,unassigned,unassigned
