,baron-human,segerstolpe,muraro,xin,pollen,li
human2_lib1.final_cell_0015,alpha,alpha,alpha,alpha,unassigned,unassigned
human2_lib1.final_cell_0016,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0017,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0018,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0019,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0020,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0021,ductal,acinar,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0022,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0023,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0024,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0025,ductal,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0026,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0027,delta,delta,delta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0028,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0029,ductal,acinar,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0030,ductal,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0031,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0032,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0033,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0034,delta,delta,delta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0035,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0036,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0037,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0038,acinar,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0039,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0040,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0041,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0042,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0043,acinar,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0044,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0045,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0046,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0047,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0048,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0049,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0050,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0051,ductal,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0052,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0053,activated_stellate,PSC,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0054,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0055,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0056,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0057,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0058,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0059,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0060,delta,delta,delta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0061,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0062,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0063,beta,co-expression,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0064,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0065,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0066,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0067,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0068,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0069,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0070,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0071,ductal,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0072,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0073,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0074,ductal,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0075,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0076,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0077,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0078,ductal,acinar,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0079,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0080,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0081,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0082,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0083,ductal,acinar,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0084,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0085,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0086,unassigned,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0087,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0088,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0089,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0090,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0091,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0092,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0093,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0094,acinar,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0095,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0096,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib1.final_cell_0097,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0098,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0099,alpha,alpha,alpha,alpha,unassigned,unassigned
human2_lib1.final_cell_0100,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0101,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0102,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib1.final_cell_0103,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0104,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0105,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0106,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0107,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0108,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0109,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0110,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0111,beta,co-expression,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0112,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0113,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0114,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0115,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0116,gamma,gamma,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0117,ductal,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0118,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0119,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0120,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0121,alpha,ductal,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0122,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0123,delta,delta,delta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0124,beta,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0125,ductal,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0126,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0127,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0128,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0129,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0130,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0131,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0132,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0133,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0134,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0135,alpha,alpha,alpha,alpha,unassigned,unassigned
human2_lib1.final_cell_0136,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0137,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0138,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0139,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0140,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0141,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0142,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0143,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0144,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0145,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0146,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0147,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0148,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0149,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0150,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0151,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0152,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0153,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0154,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0155,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0156,delta,delta,delta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0157,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0158,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0159,ductal,ductal,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0160,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0161,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0162,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0163,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0164,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0165,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0166,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0167,macrophage,MHC class II,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0168,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0169,delta,delta,delta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0170,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0171,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0172,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0173,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0174,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0175,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0176,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0177,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0178,alpha,alpha,alpha,alpha,unassigned,unassigned
human2_lib1.final_cell_0179,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0180,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0181,ductal,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0182,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0183,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0184,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0185,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib1.final_cell_0186,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0187,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0188,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human2_lib1.final_cell_0189,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib1.final_cell_0190,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0191,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0192,ductal,ductal,ductal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0193,delta,delta,delta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0194,acinar,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0195,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0196,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0197,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human2_lib1.final_cell_0198,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0199,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0200,delta,delta,delta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0201,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0202,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0203,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0204,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0205,ductal,unassigned,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0206,beta,beta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0207,gamma,gamma,gamma,unassigned,unassigned,unassigned
human2_lib1.final_cell_0208,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0209,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0210,alpha,alpha,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0211,delta,delta,unassigned,unassigned,unassigned,unassigned
human2_lib1.final_cell_0212,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0213,ductal,acinar,acinar,unassigned,unassigned,unassigned
human2_lib1.final_cell_0214,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0215,beta,beta,beta,unassigned,unassigned,unassigned
human2_lib1.final_cell_0216,endothelial,endothelial,endothelial,unassigned,unassigned,unassigned
human2_lib1.final_cell_0217,activated_stellate,PSC,mesenchymal,unassigned,unassigned,unassigned
human2_lib1.final_cell_0218,alpha,alpha,alpha,unassigned,unassigned,unassigned
human2_lib1.final_cell_0219,beta,beta,beta,unassigned,unassigned,unassigned
