reference,mapping,threshold,n_features,n_nn,accuracy
baron-human,baron-human,0.5,200,5,46.878282179951
baron-human,baron-human,0.5,200,5,46.1780837904073
baron-human,baron-human,0.5,200,5,46.2714435756798
baron-human,baron-human,0.5,200,5,46.1547438440892
baron-human,baron-human,0.5,200,5,46.5865328509744
baron-human,baron-human,0.5,200,5,46.9132920994282
baron-human,baron-human,0.5,200,5,46.9483020189054
baron-human,baron-human,0.5,200,5,46.691562609406
baron-human,baron-human,0.5,200,5,46.2714435756798
baron-human,baron-human,0.5,200,5,46.2831135488388
baron-human,baron-human,0.5,200,5,46.7149025557241
baron-human,baron-human,0.5,200,5,45.7696347298401
baron-human,baron-human,0.5,200,5,46.2597736025207
baron-human,baron-human,0.5,200,5,46.2364336562026
baron-human,baron-human,0.5,200,5,45.372855642432
baron-human,baron-human,0.5,200,5,46.4231532267476
baron-human,baron-human,0.5,200,5,46.7149025557241
baron-human,baron-human,0.5,200,5,46.6098727972926
baron-human,baron-human,0.5,200,5,46.0380441124985
baron-human,baron-human,0.5,200,5,45.3378457229548
baron-human,baron-human,0.5,200,5,45.9563543003851
baron-human,baron-human,0.5,200,5,46.4815030925429
baron-human,baron-human,0.5,200,5,45.8746644882717
baron-human,baron-human,0.5,200,5,45.8513245419536
baron-human,baron-human,0.5,200,5,47.0533317773369
baron-human,baron-human,0.5,200,5,46.2130937098845
baron-human,baron-human,0.5,200,5,46.8432722604738
baron-human,baron-human,0.5,200,5,46.7849223946785
baron-human,baron-human,0.5,200,5,46.6798926362469
baron-human,baron-human,0.5,200,5,46.306453495157
baron-human,baron-human,0.5,200,5,47.0883416968141
baron-human,baron-human,0.5,200,5,44.6376473334111
baron-human,baron-human,0.5,200,5,46.4464931730657
baron-human,baron-human,0.5,200,5,45.6295950519314
baron-human,baron-human,0.5,200,5,44.9410666355467
baron-human,baron-human,0.5,200,5,45.8980044345898
baron-human,baron-human,0.5,200,5,46.2831135488388
baron-human,baron-human,0.5,200,5,46.7499124752013
baron-human,baron-human,0.5,200,5,45.559575212977
baron-human,baron-human,0.5,200,5,45.5245652934998
baron-human,baron-human,0.5,200,5,46.0147041661804
baron-human,baron-human,0.5,200,5,46.1547438440892
baron-human,baron-human,0.5,200,5,45.7696347298401
baron-human,baron-human,0.5,200,5,46.6798926362469
baron-human,baron-human,0.5,200,5,46.0263741393395
baron-human,baron-human,0.5,200,5,45.3495156961139
baron-human,baron-human,0.5,200,5,45.6529349982495
baron-human,baron-human,0.5,200,5,46.4464931730657
baron-human,baron-human,0.5,200,5,46.3764733341113
baron-human,baron-human,0.5,200,5,46.4815030925429
baron-human,baron-human,0.5,200,5,46.131403897771
baron-human,baron-human,0.5,200,5,45.6412650250904
baron-human,baron-human,0.5,200,5,46.5515229314973
baron-human,baron-human,0.5,200,5,46.5631929046563
baron-human,baron-human,0.5,200,5,45.9096744077489
baron-human,baron-human,0.5,200,5,46.6798926362469
baron-human,baron-human,0.5,200,5,46.5748628778154
baron-human,baron-human,0.5,200,5,45.9563543003851
baron-human,baron-human,0.5,200,5,45.7346248103629
baron-human,baron-human,0.5,200,5,46.5165130120201
baron-human,baron-human,0.5,200,5,46.0030341930214
baron-human,baron-human,0.5,200,5,45.2328159645233
baron-human,baron-human,0.5,200,5,46.318123468316
baron-human,baron-human,0.5,200,5,46.4348231999066
baron-human,baron-human,0.5,200,5,46.2947835219979
baron-human,baron-human,0.5,200,5,46.7149025557241
baron-human,baron-human,0.5,200,5,46.5398529583382
baron-human,baron-human,0.5,200,5,45.4312055082273
baron-human,baron-human,0.5,200,5,46.119733924612
baron-human,baron-human,0.5,200,5,46.4114832535885
baron-human,baron-human,0.5,200,5,46.878282179951
baron-human,baron-human,0.5,200,5,45.9796942467032
baron-human,baron-human,0.5,2000,10,73.5091609289299
baron-human,baron-human,0.5,2000,10,73.3574512778621
baron-human,baron-human,0.5,2000,10,72.7389427004318
baron-human,baron-human,0.5,2000,10,72.9256622709768
baron-human,baron-human,0.5,2000,10,73.5091609289299
baron-human,baron-human,0.5,2000,10,73.1824016804761
baron-human,baron-human,0.5,2000,10,72.4822032909324
baron-human,baron-human,0.5,2000,10,75.2829968491072
baron-human,baron-human,0.5,2000,10,73.719220445793
baron-human,baron-human,0.5,2000,10,73.2407515462714
baron-human,baron-human,0.5,2000,10,72.1671140156378
baron-human,baron-human,0.5,2000,10,73.4624810362936
baron-human,baron-human,0.5,2000,10,74.2560392111098
baron-human,baron-human,0.5,2000,10,72.785622593068
baron-human,baron-human,0.5,2000,10,73.3107713852258
baron-human,baron-human,0.5,2000,10,73.0773719220446
baron-human,baron-human,0.5,2000,10,73.2174115999533
baron-human,baron-human,0.5,2000,10,73.3924611973392
baron-human,baron-human,0.5,2000,10,73.159061734158
baron-human,baron-human,0.5,2000,10,74.3610689695414
baron-human,baron-human,0.5,2000,10,72.8206325125452
baron-human,baron-human,0.5,2000,10,73.3341113315439
baron-human,baron-human,0.5,2000,10,73.8592601237017
baron-human,baron-human,0.5,2000,10,73.2524215194305
baron-human,baron-human,0.5,2000,10,71.6653051697981
baron-human,baron-human,0.5,2000,10,74.862877815381
baron-human,baron-human,0.5,2000,10,74.5127786206092
baron-human,baron-human,0.5,2000,10,73.8009102579064
baron-human,baron-human,0.5,2000,10,72.7272727272727
baron-human,baron-human,0.5,2000,10,72.2838137472284
baron-human,baron-human,0.5,2000,10,73.2057416267943
baron-human,baron-human,0.5,2000,10,73.6608705799977
baron-human,baron-human,0.5,2000,10,73.3574512778621
baron-human,baron-human,0.5,2000,10,73.4274711168164
baron-human,baron-human,0.5,2000,10,73.5675107947252
baron-human,baron-human,0.5,2000,10,73.6608705799977
baron-human,baron-human,0.5,2000,10,73.5791807678842
baron-human,baron-human,0.5,2000,10,72.202123935115
baron-human,baron-human,0.5,2000,10,72.3071536935465
baron-human,baron-human,0.5,2000,10,73.2757614657486
baron-human,baron-human,0.5,2000,10,75.0145874664488
baron-human,baron-human,0.5,2000,10,72.8789823783405
baron-human,baron-human,0.5,2000,10,74.6528182985179
baron-human,baron-human,0.5,2000,10,73.3807912241802
baron-human,baron-human,0.5,2000,10,74.1626794258373
baron-human,baron-human,0.5,2000,10,73.0773719220446
baron-human,baron-human,0.5,2000,10,72.5055432372506
baron-human,baron-human,0.5,2000,10,74.6528182985179
baron-human,baron-human,0.5,2000,10,73.719220445793
baron-human,baron-human,0.5,2000,10,73.9642898821333
baron-human,baron-human,0.5,2000,10,73.4974909557708
baron-human,baron-human,0.5,2000,10,74.6294783521998
baron-human,baron-human,0.5,2000,10,74.6294783521998
baron-human,baron-human,0.5,2000,10,73.8826000700198
baron-human,baron-human,0.5,2000,10,73.345781304703
baron-human,baron-human,0.5,2000,10,71.6886451161162
baron-human,baron-human,0.5,2000,10,74.3027191037461
baron-human,baron-human,0.5,2000,10,73.6141906873614
baron-human,baron-human,0.5,2000,10,73.3107713852258
baron-human,baron-human,0.5,2000,10,74.3027191037461
baron-human,baron-human,0.5,2000,10,73.8359201773836
baron-human,baron-human,0.5,2000,10,73.0190220562493
baron-human,baron-human,0.5,2000,10,72.0504142840472
baron-human,baron-human,0.5,2000,5,55.5374022639748
baron-human,baron-human,0.5,2000,5,55.7007818882017
baron-human,baron-human,0.5,2000,5,55.2923328276345
baron-human,baron-human,0.5,2000,5,55.2223129886801
baron-human,baron-human,0.5,2000,5,55.1522931497258
baron-human,baron-human,0.5,2000,5,56.2959505193138
baron-human,baron-human,0.5,2000,5,54.6854942233633
baron-human,baron-human,0.5,2000,5,58.1748161979227
baron-human,baron-human,0.5,2000,5,55.8408215661104
baron-human,baron-human,0.5,2000,5,55.584082156611
baron-human,baron-human,0.5,2000,5,54.7088341696814
baron-human,baron-human,0.5,2000,5,55.6774419418835
baron-human,baron-human,0.5,2000,5,56.6577196872447
baron-human,baron-human,0.5,2000,5,54.9188936865445
baron-human,baron-human,0.5,2000,5,55.4440424787023
baron-human,baron-human,0.5,2000,5,55.584082156611
baron-human,baron-human,0.5,2000,5,55.4557124518614
baron-human,baron-human,0.5,2000,5,56.1675808145641
baron-human,baron-human,0.5,2000,5,55.6307620492473
baron-human,baron-human,0.5,2000,5,56.2142607072004
baron-human,baron-human,0.5,2000,5,55.5023923444976
baron-human,baron-human,0.5,2000,5,55.9458513245419
baron-human,baron-human,0.5,2000,5,56.3893103045863
baron-human,baron-human,0.5,2000,5,55.7124518613607
baron-human,baron-human,0.5,2000,5,54.4754347065002
baron-human,baron-human,0.5,2000,5,57.6263274594468
baron-human,baron-human,0.5,2000,5,56.3426304119501
baron-human,baron-human,0.5,2000,5,55.8174816197923
baron-human,baron-human,0.5,2000,5,55.3740226397479
baron-human,baron-human,0.5,2000,5,54.4054148675458
baron-human,baron-human,0.5,2000,5,55.6891119150426
baron-human,baron-human,0.5,2000,5,56.0975609756098
baron-human,baron-human,0.5,2000,5,56.5526899288132
baron-human,baron-human,0.5,2000,5,56.0275411366554
baron-human,baron-human,0.5,2000,5,56.8210993114716
baron-human,baron-human,0.5,2000,5,55.9808612440191
baron-human,baron-human,0.5,2000,5,56.5526899288132
baron-human,baron-human,0.5,2000,5,55.4440424787023
baron-human,baron-human,0.5,2000,5,54.8372038744311
baron-human,baron-human,0.5,2000,5,55.385692612907
baron-human,baron-human,0.5,2000,5,57.3229081573112
baron-human,baron-human,0.5,2000,5,55.3623526665889
baron-human,baron-human,0.5,2000,5,57.46294783522
baron-human,baron-human,0.5,2000,5,55.8641615124285
baron-human,baron-human,0.5,2000,5,57.3929279962656
baron-human,baron-human,0.5,2000,5,55.7941416734742
baron-human,baron-human,0.5,2000,5,55.4323725055432
baron-human,baron-human,0.5,2000,5,57.0778387209709
baron-human,baron-human,0.5,2000,5,56.0625510561326
baron-human,baron-human,0.5,2000,5,55.8058116466332
baron-human,baron-human,0.5,2000,5,56.4710001166997
baron-human,baron-human,0.5,2000,5,57.2062084257206
baron-human,baron-human,0.5,2000,5,56.6693896604038
baron-human,baron-human,0.5,2000,5,56.9611389893803
baron-human,baron-human,0.5,2000,5,55.4557124518614
baron-human,baron-human,0.5,2000,5,54.0319757264558
baron-human,baron-human,0.5,2000,5,56.0275411366554
baron-human,baron-human,0.5,2000,5,56.4710001166997
baron-human,baron-human,0.5,2000,5,55.4440424787023
baron-human,baron-human,0.5,2000,5,55.9458513245419
baron-human,baron-human,0.5,2000,5,56.8210993114716
baron-human,baron-human,0.5,2000,5,56.6693896604038
baron-human,baron-human,0.5,2000,5,56.6693896604038
baron-human,baron-human,0.5,2000,5,56.517680009336
baron-human,baron-human,0.5,2000,5,57.8947368421053
baron-human,baron-human,0.5,2000,5,56.1209009219279
baron-human,baron-human,0.5,2000,5,56.2259306803594
baron-human,baron-human,0.5,2000,5,55.8991714319057
baron-human,baron-human,0.5,2000,5,57.5679775936515
baron-human,baron-human,0.5,2000,5,55.8991714319057
baron-human,baron-human,0.5,2000,5,55.1056132570895
baron-human,baron-human,0.5,500,10,71.070136538686
baron-human,baron-human,0.5,500,10,70.8600770218229
baron-human,baron-human,0.5,500,10,72.2954837203874
baron-human,baron-human,0.5,500,10,72.4355233982962
baron-human,baron-human,0.5,500,10,72.0620842572062
baron-human,baron-human,0.5,500,10,73.0306920294083
baron-human,baron-human,0.5,500,10,71.256856109231
baron-human,baron-human,0.5,500,10,72.3071536935465
baron-human,baron-human,0.5,500,10,71.5952853308437
baron-human,baron-human,0.5,500,10,72.0037343914109
baron-human,baron-human,0.5,500,10,71.8987046329793
baron-human,baron-human,0.5,500,10,72.2721437740693
baron-human,baron-human,0.5,500,10,72.1787839887968
baron-human,baron-human,0.5,500,10,72.01540436457
baron-human,baron-human,0.5,500,10,71.5952853308437
baron-human,baron-human,0.5,500,10,71.5369354650484
baron-human,baron-human,0.5,500,10,72.7506126735909
baron-human,baron-human,0.5,500,10,72.202123935115
baron-human,baron-human,0.5,500,10,71.9453845256156
baron-human,baron-human,0.5,500,10,72.8439724588633
baron-human,baron-human,0.5,500,10,71.840354767184
baron-human,baron-human,0.5,500,10,71.8987046329793
baron-human,baron-human,0.5,500,10,73.1240518146808
baron-human,baron-human,0.5,500,10,72.3071536935465
baron-human,baron-human,0.5,500,10,72.3888435056599
baron-human,baron-human,0.5,500,10,72.0737542303653
baron-human,baron-human,0.5,500,10,71.3852258139806
baron-human,baron-human,0.5,500,10,71.3268759481853
baron-human,baron-human,0.5,500,10,71.2801960555491
baron-human,baron-human,0.5,500,10,72.4938732640915
baron-human,baron-human,0.5,500,10,72.6339129420002
baron-human,baron-human,0.5,500,10,72.2954837203874
baron-human,baron-human,0.5,500,10,71.9570544987747
baron-human,baron-human,0.5,500,10,71.0117866728907
baron-human,baron-human,0.5,500,10,72.5755630762049
baron-human,baron-human,0.5,500,10,71.9103746061384
baron-human,baron-human,0.5,500,10,71.64196522348
baron-human,baron-human,0.5,500,10,72.3071536935465
baron-human,baron-human,0.5,500,10,72.4238534251371
baron-human,baron-human,0.5,500,10,72.3538335861827
baron-human,baron-human,0.5,500,10,70.5683276928463
baron-human,baron-human,0.5,500,10,71.8053448477068
baron-human,baron-human,0.5,500,10,71.8987046329793
baron-human,baron-human,0.5,500,10,71.5135955187303
baron-human,baron-human,0.5,500,10,71.2801960555491
baron-human,baron-human,0.5,500,10,72.4471933714552
baron-human,baron-human,0.5,500,10,72.1904539619559
baron-human,baron-human,0.5,500,10,71.9337145524565
baron-human,baron-human,0.5,500,10,71.2451861360719
baron-human,baron-human,0.5,500,10,72.3538335861827
baron-human,baron-human,0.5,500,10,72.0854242035243
baron-human,baron-human,0.5,500,10,72.213793908274
baron-human,baron-human,0.5,500,10,71.3035360018672
baron-human,baron-human,0.5,500,10,72.3655035593418
baron-human,baron-human,0.5,500,10,71.8053448477068
baron-human,baron-human,0.5,500,10,71.5019255455712
baron-human,baron-human,0.5,500,10,71.4435756797759
baron-human,baron-human,0.5,500,10,71.840354767184
baron-human,baron-human,0.5,500,10,71.9220445792975
baron-human,baron-human,0.5,500,10,72.6222429688412
baron-human,baron-human,0.5,500,10,72.0737542303653
baron-human,baron-human,0.5,500,10,71.7353250087525
baron-human,baron-human,0.5,500,10,72.3304936398646
baron-human,baron-human,0.5,500,10,71.5252654918894
baron-human,baron-human,0.5,500,10,71.9920644182518
baron-human,baron-human,0.5,500,10,72.4705333177734
baron-human,baron-human,0.5,500,10,72.5172132104096
baron-human,baron-human,0.5,500,10,71.6769751429572
baron-human,baron-human,0.5,500,10,71.4435756797759
baron-human,baron-human,0.5,500,10,72.1204341230015
baron-human,baron-human,0.5,500,10,72.7272727272727
baron-human,baron-human,0.5,500,10,72.400513478819
baron-human,baron-human,0.5,500,10,71.3152059750263
baron-human,baron-human,0.5,500,10,71.4785855992531
baron-human,baron-human,0.5,500,10,72.7272727272727
baron-human,baron-human,0.5,500,10,71.9453845256156
baron-human,baron-human,0.5,500,10,73.0073520830902
baron-human,baron-human,0.5,500,10,72.202123935115
baron-human,baron-human,0.5,500,10,72.400513478819
baron-human,baron-human,0.5,500,10,71.3968957871397
baron-human,baron-human,0.5,500,10,72.0854242035243
baron-human,baron-human,0.5,500,10,71.455245652935
baron-human,baron-human,0.5,500,10,72.1437740693196
baron-human,baron-human,0.5,500,10,71.6302952503209
baron-human,baron-human,0.5,500,10,72.4588633446143
baron-human,baron-human,0.5,500,10,71.6653051697981
baron-human,baron-human,0.5,500,10,72.0504142840472
baron-human,baron-human,0.5,500,10,72.01540436457
baron-human,baron-human,0.5,500,10,71.9570544987747
baron-human,baron-human,0.5,500,10,70.3699381491423
baron-human,baron-human,0.5,500,10,71.7353250087525
baron-human,baron-human,0.5,500,10,71.6769751429572
baron-human,baron-human,0.5,500,10,71.9803944450928
baron-human,baron-human,0.5,500,10,70.6733574512779
baron-human,baron-human,0.5,500,10,71.6769751429572
baron-human,baron-human,0.5,500,10,71.5019255455712
baron-human,baron-human,0.5,500,10,72.8556424320224
baron-human,baron-human,0.5,500,10,72.2371338545921
baron-human,baron-human,0.5,500,10,72.1204341230015
baron-human,baron-human,0.5,500,10,71.3268759481853
baron-human,baron-human,0.5,500,5,52.7716186252772
baron-human,baron-human,0.5,500,5,52.9700081689812
baron-human,baron-human,0.5,500,5,54.638814330727
baron-human,baron-human,0.5,500,5,54.2420352433189
baron-human,baron-human,0.5,500,5,54.9422336328626
baron-human,baron-human,0.5,500,5,54.8605438207492
baron-human,baron-human,0.5,500,5,53.1683977126853
baron-human,baron-human,0.5,500,5,54.3820749212277
baron-human,baron-human,0.5,500,5,54.0086357801377
baron-human,baron-human,0.5,500,5,55.0355934181351
baron-human,baron-human,0.5,500,5,54.0786556190921
baron-human,baron-human,0.5,500,5,54.825533901272
baron-human,baron-human,0.5,500,5,54.5104446259774
baron-human,baron-human,0.5,500,5,53.9386159411833
baron-human,baron-human,0.5,500,5,53.681876531684
baron-human,baron-human,0.5,500,5,54.1253355117283
baron-human,baron-human,0.5,500,5,54.627144357568
baron-human,baron-human,0.5,500,5,54.1720154043646
baron-human,baron-human,0.5,500,5,54.5337845722955
baron-human,baron-human,0.5,500,5,54.5104446259774
baron-human,baron-human,0.5,500,5,54.4987746528183
baron-human,baron-human,0.5,500,5,54.5104446259774
baron-human,baron-human,0.5,500,5,55.2106430155211
baron-human,baron-human,0.5,500,5,54.3003851091142
baron-human,baron-human,0.5,500,5,54.3704049480686
baron-human,baron-human,0.5,500,5,53.7635663437974
baron-human,baron-human,0.5,500,5,53.0166880616175
baron-human,baron-human,0.5,500,5,53.868596102229
baron-human,baron-human,0.5,500,5,53.2384175516396
baron-human,baron-human,0.5,500,5,54.2186952970008
baron-human,baron-human,0.5,500,5,54.8838837670673
baron-human,baron-human,0.5,500,5,53.5535068269343
baron-human,baron-human,0.5,500,5,54.3237250554324
baron-human,baron-human,0.5,500,5,52.934998249504
baron-human,baron-human,0.5,500,5,55.3390127202707
